"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDHAM","025","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","2,651,000",""
"CENSUS","2007","YEAR","","COUNTY","VERMONT","50","ALL COUNTIES","10","WINDSOR","027","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","1,150,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","ALBEMARLE","003","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","34,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","APPOMATTOX","011","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","BEDFORD","019","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","CAROLINE","033","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","181,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","FLUVANNA","065","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","HANOVER","085","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","14,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","LOUISA","109","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","NELSON","125","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","29,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","ORANGE","137","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","CENTRAL","50","SPOTSYLVANIA","177","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","ACCOMACK","001","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","CHARLES CITY","036","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","JAMES CITY","095","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","KING AND QUEEN","097","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","KING GEORGE","099","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","KING WILLIAM","101","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","LANCASTER","103","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","6,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","NORTHAMPTON","131","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","227,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","RICHMOND","159","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","EASTERN","60","WESTMORELAND","193","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","181,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","CLARKE","043","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","CULPEPER","047","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","7,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","FAIRFAX","059","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","FAUQUIER","061","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","FREDERICK","069","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","LOUDOUN","107","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","105,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","MADISON","113","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","PAGE","139","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","PRINCE WILLIAM","153","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","1,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","RAPPAHANNOCK","157","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","ROCKINGHAM","165","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","122,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","SHENANDOAH","171","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","12,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","STAFFORD","179","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","NORTHERN","20","WARREN","187","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHEASTERN","90","CHESAPEAKE CITY","550","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHEASTERN","90","DINWIDDIE","053","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHEASTERN","90","ISLE OF WIGHT","093","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHEASTERN","90","MECKLENBURG","117","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHEASTERN","90","VIRGINIA BEACH CITY","810","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHERN","80","CHARLOTTE","037","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHERN","80","FRANKLIN","067","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHERN","80","HALIFAX","083","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHERN","80","LUNENBURG","111","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHERN","80","PATRICK","141","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHERN","80","PITTSYLVANIA","143","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHWESTERN","70","FLOYD","063","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","195,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHWESTERN","70","GILES","071","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","47,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHWESTERN","70","LEE","105","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","141,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHWESTERN","70","MONTGOMERY","121","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHWESTERN","70","RUSSELL","167","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHWESTERN","70","SCOTT","169","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHWESTERN","70","SMYTH","173","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHWESTERN","70","WASHINGTON","191","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","50,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","SOUTHWESTERN","70","WYTHE","197","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","WESTERN","40","AUGUSTA","015","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","2,000",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","WESTERN","40","BOTETOURT","023","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","WESTERN","40","CRAIG","045","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","WESTERN","40","ROANOKE","161","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","VIRGINIA","51","WESTERN","40","ROCKBRIDGE","163","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","BENTON","005","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","24,004,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","CHELAN","007","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","KITTITAS","037","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","132,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","KLICKITAT","039","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","OKANOGAN","047","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","11,051,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","CENTRAL","20","YAKIMA","077","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","ADAMS","001","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","2,749,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","DOUGLAS","017","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","FRANKLIN","021","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","5,537,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","GRANT","025","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","23,062,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","EAST CENTRAL","50","LINCOLN","043","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","FERRY","019","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","PEND OREILLE","051","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","SPOKANE","063","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","51,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","NORTHEAST","30","STEVENS","065","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","311,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","ASOTIN","003","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","COLUMBIA","013","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WALLA WALLA","071","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","SOUTHEAST","90","WHITMAN","075","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","CLALLAM","009","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","199,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","CLARK","011","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","COWLITZ","015","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","255,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","GRAYS HARBOR","027","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","46,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","ISLAND","029","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","127,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","JEFFERSON","031","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","KING","033","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","5,949,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","KITSAP","035","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","454,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","LEWIS","041","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","509,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","MASON","045","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","68,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","PACIFIC","049","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","97,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","PIERCE","053","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","551,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SAN JUAN","055","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","236,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SKAGIT","057","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","4,489,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","SNOHOMISH","061","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","800,000",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","THURSTON","067","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","WAHKIAKUM","069","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
"CENSUS","2007","YEAR","","COUNTY","WASHINGTON","53","WESTERN","10","WHATCOM","073","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","1,897,000",""
"CENSUS","2007","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","BERKELEY","003","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","75,000",""
"CENSUS","2007","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","JEFFERSON","037","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)","35,000",""
"CENSUS","2007","YEAR","","COUNTY","WEST VIRGINIA","54","EASTERN","60","MINERAL","057","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP STANDARDS)"," (D)",""
